,Restaurant Name,Ratings,No of Reviews,Review URL,Image URL,Street,More Info,Province,Zipcode,Phone Number,Day Open,Time Open,Tags,Other Image URL,Website URL
224,Fat Elvis,4,96,http://www.tripadvisor.com/Restaurant_Review-g293917-d4325079-Reviews-Fat_Elvis-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/0a/1b/c6/pork-chop.jpg,38 Rajvithi Road,20 meters before Zoe in Yellow. 30 meters Past Chaingmai Saloon,Chiang Mai,50200,+66 97 137 3380,Sun - Sat,11:00 AM - 11:59 PM,"Mexican, Barbecue, American, Pub","[https://media-cdn.tripadvisor.com/media/photo-w/10/ba/bb/4e/meatball-sub-sandwich.jpg, https://media-cdn.tripadvisor.com/media/photo-w/10/ba/bb/62/spaghetti-meatballs-with.jpg, https://media-cdn.tripadvisor.com/media/photo-w/11/06/45/87/the-front.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/55/e4/d9/photo0jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-w/11/55/e4/da/photo1jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-w/05/ed/d6/2b/fat-elvis.jpg, https://media-cdn.tripadvisor.com/media/photo-o/11/dc/b0/33/received-10155053156002115.jpg, https://media-cdn.tripadvisor.com/media/photo-w/11/dc/b0/34/dsc-1449-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-o/11/dc/b3/49/img-20180124-140016-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/dc/b3/49/img-20180124-140016-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/dc/b0/34/dsc-1449-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/dc/b0/33/received-10155053156002115.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/55/e4/da/photo1jpg.jpg]",http://www.facebook.com/cafedesleutel/
225,Samsen Villa Chiang Mai,4,107,http://www.tripadvisor.com/Restaurant_Review-g293917-d1730572-Reviews-Samsen_Villa_Chiang_Mai-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0b/07/9b/4b/traditional-thai-cuisine.jpg,201 Charoenrat Rd.,Rim Ping Condominiumม Wat Gate Subdistrict,Chiang Mai,50000,+66 53 306 588,Sun - Sat,11:00 AM - 11:00 PM,"Asian, Thai, International, Vegetarian Friendly","[https://media-cdn.tripadvisor.com/media/photo-w/0b/07/a6/0c/taro-dumpling-in-warm.jpg, https://media-cdn.tripadvisor.com/media/photo-w/0b/07/a6/0d/samsen-banana.jpg, https://media-cdn.tripadvisor.com/media/photo-w/0b/07/a6/0e/recommended-royal-thai.jpg, https://media-cdn.tripadvisor.com/media/photo-w/0b/07/a6/10/green-curry-with-spotted.jpg, https://media-cdn.tripadvisor.com/media/photo-w/0b/07/a8/d8/grilled-bbq-pork-rib.jpg, https://media-cdn.tripadvisor.com/media/photo-w/0b/07/a8/da/caesar-salad-samsen-villa.jpg, https://media-cdn.tripadvisor.com/media/photo-w/0b/07/a8/db/red-curry-with-river.jpg, https://media-cdn.tripadvisor.com/media/photo-w/0b/07/a8/dc/charcoal-grilled-sausage.jpg, https://media-cdn.tripadvisor.com/media/photo-o/0b/07/9b/49/samsen-villa-chiang-mai.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/9a/79/22/photo0jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/95/21/1d/20171224-190451-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-p/11/95/21/1c/20171224-190441-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-p/11/95/21/1b/20171224-190431-largejpg.jpg]",http://www.samsenvilla.com/
226,May Kaidee Restaurant,4.5,63,http://www.tripadvisor.com/Restaurant_Review-g293917-d8074771-Reviews-May_Kaidee_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/09/e0/e4/f3/20151224-170750-largejpg.jpg,29/4 Chang Moi Kao Road,Chang Moi Subdistrict,Chiang Mai,50300,+66 92 778 8594,NaN,NaN,"Thai, Vegetarian Friendly, Vegan Options, Gluten Free Options","[https://media-cdn.tripadvisor.com/media/photo-s/11/65/41/6f/zinger-and-vegetable.jpg, https://media-cdn.tripadvisor.com/media/photo-w/09/44/db/88/mai-kaidee-vegetarian.jpg, https://media-cdn.tripadvisor.com/media/photo-s/09/44/db/a0/mai-kaidee-vegetarian.jpg, https://media-cdn.tripadvisor.com/media/photo-s/09/44/e1/de/mai-kaidee-vegetarian.jpg, https://media-cdn.tripadvisor.com/media/photo-s/09/44/e1/e3/mai-kaidee-vegetarian.jpg, https://media-cdn.tripadvisor.com/media/photo-s/09/44/e1/ea/mai-kaidee-vegetarian.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/de/bd/59/20180125-195437-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/de/bd/5c/20180125-194256-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/e7/fb/bd/photo0jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/e7/fb/bd/photo0jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/de/bd/5c/20180125-194256-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-o/11/de/bd/59/20180125-195437-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-p/11/65/41/6f/zinger-and-vegetable.jpg]",http://www.maykaidee.com/restaurants
227,Blue Shop,4.5,66,http://www.tripadvisor.com/Restaurant_Review-g293917-d5818582-Reviews-Blue_Shop-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/eb/89/1f/beef-stew-noodle-soup.jpg,71 71 Ratchadamnoen Road,NaN,Chiang,Mai,NaN,NaN,NaN,"Asian, Thai, Soups","[https://media-cdn.tripadvisor.com/media/photo-s/0f/0b/0a/bf/photo2jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0f/cc/db/45/caption.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0f/d8/56/3d/photo0jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0f/d8/56/3e/photo1jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/10/ac/52/ab/beef-noodle.jpg, https://media-cdn.tripadvisor.com/media/photo-s/10/ac/52/b4/coconut-ice-cream.jpg, https://media-cdn.tripadvisor.com/media/photo-w/10/ac/52/b8/beef-noodle-iced-milk.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/51/92/c8/img-20171119-135134-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/8f/34/ea/photo1jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/51/92/c8/img-20171119-135134-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/8f/34/ea/photo1jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/10/ac/52/b8/beef-noodle-iced-milk.jpg, https://media-cdn.tripadvisor.com/media/photo-p/10/ac/52/b4/coconut-ice-cream.jpg]",NaN
228,Mild ChiangMai,4.5,120,http://www.tripadvisor.com/Restaurant_Review-g293917-d4795369-Reviews-Mild_ChiangMai-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/04/7b/de/48/mild-chiangmai.jpg,"24, Soi 1, Sripoom Rd.",Sripoom,Chiang Mai,50200,+66 53 287 639,NaN,NaN,"Asian, Thai, Vegetarian Friendly, Vegan Options, Gluten Free Options","[https://media-cdn.tripadvisor.com/media/photo-o/04/7b/df/b4/mild-chiangmai.jpg, https://media-cdn.tripadvisor.com/media/photo-o/04/7b/df/bc/mild-chiangmai.jpg, https://media-cdn.tripadvisor.com/media/photo-o/04/7b/df/c1/mild-chiangmai.jpg, https://media-cdn.tripadvisor.com/media/photo-o/04/7b/df/c9/mild-chiangmai.jpg, https://media-cdn.tripadvisor.com/media/photo-o/04/7b/df/cb/mild-chiangmai.jpg, https://media-cdn.tripadvisor.com/media/photo-o/04/7b/df/ce/mild-chiangmai.jpg, https://media-cdn.tripadvisor.com/media/photo-o/04/7b/df/d5/mild-chiangmai.jpg, https://media-cdn.tripadvisor.com/media/photo-o/04/7b/df/d9/mild-chiangmai.jpg, https://media-cdn.tripadvisor.com/media/photo-w/04/7b/e1/be/mild-chiangmai.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/65/9c/85/ta-img-20171129-204723.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/44/56/99/ta-img-20171114-101457.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/2e/0a/59/20171105-074025-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/04/7b/e1/be/mild-chiangmai.jpg]",http://m.facebook.com/mild.chiangmai
229,Arcobaleno Italian Restaurant,4.5,113,http://www.tripadvisor.com/Restaurant_Review-g293917-d1090806-Reviews-Arcobaleno_Italian_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/01/5f/43/66/arcobaleno-italian-restaurant.jpg,60 Na Wat Ket Road,first soi off of Keaw Nawarat Road,Chiang Mai,50000,+66 53 306 254,Thu - Tue,11:00 AM - 2:00 PM,"Italian, Pizza, Vegetarian Friendly","[https://media-cdn.tripadvisor.com/media/photo-s/01/5f/43/64/tiramisu.jpg, https://media-cdn.tripadvisor.com/media/photo-s/01/5f/43/65/souffle-glace-grand-marnier.jpg, https://media-cdn.tripadvisor.com/media/photo-s/01/5f/43/60/calzone-vesuviano.jpg, https://media-cdn.tripadvisor.com/media/photo-s/01/5f/43/61/crab-meat-au-gartin.jpg, https://media-cdn.tripadvisor.com/media/photo-s/01/5f/43/62/gnocchi-malfatti.jpg, https://media-cdn.tripadvisor.com/media/photo-s/01/5f/43/63/risotto-nero.jpg, https://media-cdn.tripadvisor.com/media/photo-s/01/5f/43/5f/food.jpg, https://media-cdn.tripadvisor.com/media/photo-s/01/5f/43/5e/map-of-arcobaleno-italian.jpg, https://media-cdn.tripadvisor.com/media/photo-s/01/5f/43/5d/arcobaleno-italian-restaurant.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/90/49/b8/tiramisu-dessert-simply.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/3e/1f/b7/img-20171111-wa0004-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/3e/1f/b6/img-20171111-wa0002-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-p/11/2b/51/f8/arcobaleno-italian-restaurant.jpg]",http://www.arcobaleno-cm.com/
230,Mad Dog Pizza Bar and Restaurant,4,174,http://www.tripadvisor.com/Restaurant_Review-g293917-d2065682-Reviews-Mad_Dog_Pizza_Bar_and_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/4b/24/d7/shopfront.jpg,19/1 Moonmuang Road,A. Muang,Chiang,Mai,+66 53 273 002,Sun - Sat,8:00 AM - 11:00 PM,"Bar, Pizza, Vegetarian Friendly","[https://media-cdn.tripadvisor.com/media/photo-s/0c/e2/21/25/20160908-144454-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/a2/b6/90/photo0jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/a2/b6/91/photo1jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-w/10/7f/40/71/front.jpg, https://media-cdn.tripadvisor.com/media/photo-s/10/bd/88/b4/photo0jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/83/66/96/ta-img-20171214-153527.jpg, https://media-cdn.tripadvisor.com/media/photo-s/03/1b/52/63/mad-dog-pizza-bar-and.jpg, https://media-cdn.tripadvisor.com/media/photo-s/01/ce/71/bc/maddog-pizza-bar-restaurant.jpg, https://media-cdn.tripadvisor.com/media/photo-w/01/ce/71/ba/maddog-pizza-bar-restaurant.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/83/66/96/ta-img-20171214-153527.jpg, https://media-cdn.tripadvisor.com/media/photo-s/01/ce/71/ba/maddog-pizza-bar-restaurant.jpg, https://media-cdn.tripadvisor.com/media/photo-s/03/1b/52/63/mad-dog-pizza-bar-and.jpg, https://media-cdn.tripadvisor.com/media/photo-s/10/bd/88/b4/photo0jpg.jpg]",http://www.maddogchiangmai.com
231,Rak Thanam Restaurant,4,91,http://www.tripadvisor.com/Restaurant_Review-g293917-d4101212-Reviews-Rak_Thanam_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0c/6c/6a/58/rak-thanam-restaurant.jpg,"168 M.3, Pardad Rd.",NaN,Chiang Mai,50100,+66 53 275 125,Sun - Sat,11:00 AM - 11:00 PM,"Asian, Thai, Healthy, Vegetarian Friendly","[https://media-cdn.tripadvisor.com/media/photo-s/11/6d/57/ac/photo1jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/71/99/72/photo0jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/71/99/73/photo1jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/71/99/74/photo2jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/03/cd/d6/1b/entrance.jpg, https://media-cdn.tripadvisor.com/media/photo-o/0c/6c/6a/5a/rak-thanam-restaurant.jpg, https://media-cdn.tripadvisor.com/media/photo-o/0c/6c/6a/5b/rak-thanam-restaurant.jpg, https://media-cdn.tripadvisor.com/media/photo-o/0c/7d/cf/d4/rak-thanam-restaurant.jpg, https://media-cdn.tripadvisor.com/media/photo-o/0c/7d/cf/d2/rak-thanam-restaurant.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/71/99/74/photo2jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/71/99/73/photo1jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-o/11/71/99/72/photo0jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/6d/57/ac/photo1jpg.jpg]",http://m.facebook.com/profile.php?id=291004134331743
232,Sunisa's Coffee House,5,21,http://www.tripadvisor.com/Restaurant_Review-g293917-d12726101-Reviews-Sunisa_s_Coffee_House-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/11/ad/41/e0/sunisa.jpg,6/1 Kotchasarn Alley 1,Chang Klan,Chiang Mai,50100,+66 80 561 4519,Mon - Fri,8:30 AM - 8:00 PM,"Cafe, Vegan Options","[https://media-cdn.tripadvisor.com/media/photo-s/11/90/95/0e/imag7384-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-w/11/90/95/10/imag7387-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/90/95/11/imag7388-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-w/10/45/13/a0/good-coffee-and-a-choice.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/a9/74/77/photo0jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/a9/74/78/photo1jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/b6/46/d1/img-20180107-140352-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-o/11/ad/42/75/aloha-hawaiian-pizza.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/ad/43/26/thai-iced-tea.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/b6/46/d1/img-20180107-140352-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/ad/43/26/thai-iced-tea.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/ad/42/75/aloha-hawaiian-pizza.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/a9/74/78/photo1jpg.jpg]",http://www.facebook.com/sunisascoffee
233,Huen Phen,3.5,979,http://www.tripadvisor.com/Restaurant_Review-g293917-d1210654-Reviews-Huen_Phen-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/01/74/ec/4e/dinner-inside.jpg,112 Rachamankha Rd,NaN,Chiang Mai,50200,+66 53 814 548,NaN,NaN,"Asian, Thai, Vegetarian Friendly, Vegan Options","[https://media-cdn.tripadvisor.com/media/photo-w/11/bb/17/5c/img-20180109-wa0055-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/bb/17/5d/img-20180109-wa0051-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-w/11/bb/17/5e/img-20180109-wa0053-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/c0/d2/fd/photo0jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/c7/d2/f9/huen-phen.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/c7/d2/fd/huen-phen.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/c7/d3/06/huen-phen.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/c7/d3/11/huen-phen.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/c7/d3/28/huen-phen.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/c7/d3/31/huen-phen.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/c7/d3/31/huen-phen.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/c7/d3/28/huen-phen.jpg, https://media-cdn.tripadvisor.com/media/photo-o/11/c7/d3/11/huen-phen.jpg, https://media-cdn.tripadvisor.com/media/photo-p/11/c7/d3/06/huen-phen.jpg]",http://www.baanhuenphen.com/restaurant
234,Coffee Bug,4.5,40,http://www.tripadvisor.com/Restaurant_Review-g293917-d2040045-Reviews-Coffee_Bug-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/51/0b/88/can-eat-thai-food-at.jpg,Charoenprathet Road at Soi 3,NaN,Chiang,Mai,NaN,NaN,NaN,"Cafe, American, Vegetarian Friendly","[https://media-cdn.tripadvisor.com/media/photo-w/0f/3b/22/9e/dsc-0081-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-w/0f/3b/22/a0/dsc-0083-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-w/0f/9c/48/c9/photo0jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-w/0f/9c/48/cb/photo1jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0f/9c/48/cc/photo2jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0f/9c/48/cd/photo3jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0f/9c/48/ce/photo4jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-w/10/53/1d/71/the-font.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0a/3c/80/ca/great-and-delicious-coffee.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0a/3c/80/ca/great-and-delicious-coffee.jpg, https://media-cdn.tripadvisor.com/media/photo-s/10/53/1d/71/the-font.jpg, https://media-cdn.tripadvisor.com/media/photo-o/0f/9c/48/ce/photo4jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-p/0f/9c/48/cd/photo3jpg.jpg]",http://www.facebook.com/coffeebugchiangmai
235,Jok Sompet,4,238,http://www.tripadvisor.com/Restaurant_Review-g293917-d3846973-Reviews-Jok_Sompet-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/04/49/cc/27/aroi.jpg,Sripoom Road,NaN,Chiang,Mai,+66 53 210 649,Sun - Sat,12:00 AM - 11:59 PM,"Chinese, Asian, Thai","[https://media-cdn.tripadvisor.com/media/photo-s/11/7b/11/5d/photo0jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-w/11/9a/05/b9/caption.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/b3/8f/35/jok-sompet.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/c5/37/82/jok-sompet.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/c5/37/88/jok-sompet.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/c5/37/90/jok-sompet.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/c5/37/97/jok-sompet.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/c5/37/ac/jok-sompet.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/c5/37/b6/jok-sompet.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/c5/37/b6/jok-sompet.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/c5/37/ac/jok-sompet.jpg, https://media-cdn.tripadvisor.com/media/photo-p/11/c5/37/97/jok-sompet.jpg, https://media-cdn.tripadvisor.com/media/photo-p/11/c5/37/90/jok-sompet.jpg]",http://www.facebook.com/pages/Jok-Sompet/288387977921059
236,Fresh&Wraps; Restobar,4.5,132,http://www.tripadvisor.com/Restaurant_Review-g293917-d5854778-Reviews-Fresh_Wraps_Restobar-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/06/18/16/19/fresh-wraps.jpg,125 Moonmuang Road,Sripoom Subdistrict,Chiang Mai,50200,+66 89 559 7796,Sun - Sat,8:30 AM - 6:00 PM,"Cafe, Healthy, Vegetarian Friendly, Vegan Options, Gluten Free Options","[https://media-cdn.tripadvisor.com/media/photo-s/06/18/16/10/fresh-wraps.jpg, https://media-cdn.tripadvisor.com/media/photo-s/06/18/16/11/fresh-wraps.jpg, https://media-cdn.tripadvisor.com/media/photo-s/06/18/16/12/fresh-wraps.jpg, https://media-cdn.tripadvisor.com/media/photo-o/06/18/16/13/fresh-wraps.jpg, https://media-cdn.tripadvisor.com/media/photo-s/06/18/16/14/fresh-wraps.jpg, https://media-cdn.tripadvisor.com/media/photo-s/06/18/16/15/fresh-wraps.jpg, https://media-cdn.tripadvisor.com/media/photo-s/06/18/16/16/fresh-wraps.jpg, https://media-cdn.tripadvisor.com/media/photo-s/06/18/16/17/fresh-wraps.jpg, https://media-cdn.tripadvisor.com/media/photo-s/06/18/16/0f/fresh-wraps.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/e9/82/a7/caption.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/ce/98/84/photo6jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/ce/98/83/photo5jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/ce/98/82/photo4jpg.jpg]",http://www.facebook.com/freshandwraps
237,Peeyai Restaurant,5,25,http://www.tripadvisor.com/Restaurant_Review-g293917-d7806491-Reviews-Peeyai_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/07/89/10/e7/peeyai-restaurant.jpg,"Soi 1, Moonmuang Road",NaN,Chiang Mai,50200,+66 85 040 6147,NaN,NaN,"Asian, Thai, American, Vegetarian Friendly","[https://media-cdn.tripadvisor.com/media/photo-s/07/a2/13/28/cook-hungry.jpg, https://media-cdn.tripadvisor.com/media/photo-w/08/2b/51/9b/it-s-brakefast-menu.jpg, https://media-cdn.tripadvisor.com/media/photo-s/08/2b/51/9f/it-s-brakefast-menu.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/7c/37/75/masaman-et-phat-kapao.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/7c/37/76/masaman-et-phat-kapao.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0e/55/b4/07/photo0jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-w/11/b7/7f/2d/20180108-220605-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-w/11/d1/d0/aa/ta-img-20180120-140057.jpg, https://media-cdn.tripadvisor.com/media/photo-s/07/9f/26/49/peeyai-restaurant.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/d1/d0/aa/ta-img-20180120-140057.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/b7/7f/2d/20180108-220605-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-o/0e/55/b4/07/photo0jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0d/7c/37/76/masaman-et-phat-kapao.jpg]",NaN
238,Khao Soi Samer Jai,4,118,http://www.tripadvisor.com/Restaurant_Review-g293917-d3704039-Reviews-Khao_Soi_Samer_Jai-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/be/3c/aa/caption.jpg,"391, Next to Wat Fah Haam, Charoen Ras Road, Fah Haam Subdistrict, Mueang Chiang Mai District.","close to Fa Ham Temple, Fa ham",Chiang,Mai,+66 81 950 9067,Sun - Sat,8:00 AM - 5:00 PM,"Asian, Thai, Vegetarian Friendly","[https://media-cdn.tripadvisor.com/media/photo-s/11/2d/ee/f0/photo4jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-w/11/2d/ee/f1/photo5jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/2d/ee/f2/photo6jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/2d/ee/f3/photo7jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/03/11/34/b4/smer-jai-khao-soy.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/aa/a2/a6/photo0jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/aa/a2/a8/photo1jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/aa/a2/a9/photo2jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/aa/a2/aa/photo3jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/aa/a2/aa/photo3jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/aa/a2/a9/photo2jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/aa/a2/a8/photo1jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/aa/a2/a6/photo0jpg.jpg]",NaN
239,Saenkham Terrace,4.5,58,http://www.tripadvisor.com/Restaurant_Review-g293917-d2732626-Reviews-Saenkham_Terrace-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/03/a3/a2/63/getlstd-property-photo.jpg,199/163,Maehia,Chiang Mai,50100,+66 53 838 990,NaN,NaN,"Asian, Thai, Vegan Options, Vegetarian Friendly","[https://media-cdn.tripadvisor.com/media/photo-w/10/12/9f/b7/photo3jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/10/12/9f/b8/photo4jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/10/12/9f/b9/photo5jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/10/12/9f/ba/photo6jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/10/12/9f/bb/photo7jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/10/12/9f/bc/photo8jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-w/10/12/9f/bd/photo9jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/10/1b/c8/90/delicious.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/d9/97/6b/20180123-123804-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/d9/97/6b/20180123-123804-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/10/1b/c8/90/delicious.jpg, https://media-cdn.tripadvisor.com/media/photo-s/10/12/9f/bd/photo9jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-o/10/12/9f/bc/photo8jpg.jpg]",http://www.saenkhamterrace.com
